Winner_Cleaned,Loser_Cleaned,wiki_url,fighter1,fighter2,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,fight_odds_url,Card_Date,#,Event
Matt Mitrione,Marcus Jones,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,Marcus Jones,Matt Mitrione,Matt Mitrione,Marcus Jones,Heavyweight,Matt Mitrione,def,Marcus Jones,KO (punch),2.0,0:10,,Main card,https://en.wikipedia.org/wiki/Matt_Mitrione,https://en.wikipedia.org/wiki/Marcus_Jones_(fighter),5,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-10-finale-210,2009-12-05,141,The Ultimate Fighter: Heavyweights Finale
James McSweeney,Darrill Schoonover,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,Darrill Schoonover,James McSweeney,James McSweeney,Darrill Schoonover,Heavyweight,James McSweeney,def,Darrill Schoonover,TKO (punches),3.0,3:20,This bout aired on the broadcast following the Mitrione vs Jones bout.,Preliminary card,https://en.wikipedia.org/wiki/James_McSweeney,https://en.wikipedia.org/wiki/Darrill_Schoonover,6,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-10-finale-210,2009-12-05,141,The Ultimate Fighter: Heavyweights Finale
John Howard,Dennis Hallman,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,Dennis Hallman,John Howard,John Howard,Dennis Hallman,Welterweight,John Howard,def,Dennis Hallman,KO (punches),3.0,4:55,This bout aired on the broadcast following the Edgar vs Veach bout.,Preliminary card,https://en.wikipedia.org/wiki/John_Howard_(fighter),https://en.wikipedia.org/wiki/Dennis_Hallman,9,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-10-finale-210,2009-12-05,141,The Ultimate Fighter: Heavyweights Finale
Mark Bocek,Joe Brammer,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,Joe Brammer,Mark Bocek,Mark Bocek,Joe Brammer,Lightweight,Mark Bocek,def,Joe Brammer,Submission (rear-naked choke),1.0,3:36,,Preliminary card,https://en.wikipedia.org/wiki/Mark_Bocek,,10,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-10-finale-210,2009-12-05,141,The Ultimate Fighter: Heavyweights Finale
Forrest Griffin,Tito Ortiz,https://en.wikipedia.org/wiki/UFC_106,Forrest Griffin,Tito Ortiz,Forrest Griffin,Tito Ortiz,Light Heavyweight,Forrest Griffin,def,Tito Ortiz,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,,Main card (PPV),https://en.wikipedia.org/wiki/Forrest_Griffin,https://en.wikipedia.org/wiki/Tito_Ortiz,1,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Amir Sadollah,Phil Baroni,https://en.wikipedia.org/wiki/UFC_106,Amir Sadollah,Phil Baroni,Amir Sadollah,Phil Baroni,Welterweight,Amir Sadollah,def,Phil Baroni,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Main card (PPV),https://en.wikipedia.org/wiki/Amir_Sadollah,https://en.wikipedia.org/wiki/Phil_Baroni,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Ben Saunders,Marcus Davis,https://en.wikipedia.org/wiki/UFC_106,Ben Saunders,Marcus Davis,Ben Saunders,Marcus Davis,Welterweight,Ben Saunders,def,Marcus Davis,KO (knees),1.0,3:24,,Preliminary card (Spike TV),https://en.wikipedia.org/wiki/Ben_Saunders_(fighter),https://en.wikipedia.org/wiki/Marcus_Davis_(fighter),6,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Brian Foster,Brock Larson,https://en.wikipedia.org/wiki/UFC_106,Brian Foster,Brock Larson,Brian Foster,Brock Larson,Welterweight,Brian Foster,def,Brock Larson,TKO (punches),2.0,3:25,Larson had 2 points deducted in round 1 for an illegal upkick & an illegal knee to a downed opponent. ,Preliminary card,https://en.wikipedia.org/wiki/Brian_Foster_(fighter),https://en.wikipedia.org/wiki/Brock_Larson,8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Caol Uno,Fabricio Camoes,https://en.wikipedia.org/wiki/UFC_106,Caol Uno,Fabricio Camoes,Caol Uno,Fabricio Camoes,Lightweight,Caol Uno,vs,Fabricio Camoes,"Draw (majority) (29–27, 28–28, 28–28)",3.0,5:00,Camoes had 1 point deducted in round 2 for an illegal upkick.,Preliminary card,https://en.wikipedia.org/wiki/Caol_Uno,https://en.wikipedia.org/wiki/Fabricio_Camoes,9,,Prelim,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
George Sotiropoulos,Jason Dent,https://en.wikipedia.org/wiki/UFC_106,George Sotiropoulos,Jason Dent,George Sotiropoulos,Jason Dent,Lightweight,George Sotiropoulos,def,Jason Dent,Submission (armbar),2.0,4:36,,Preliminary card,https://en.wikipedia.org/wiki/George_Sotiropoulos,https://en.wikipedia.org/wiki/Jason_Dent,10,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Josh Koscheck,Anthony Johnson,https://en.wikipedia.org/wiki/UFC_106,Anthony Johnson,Josh Koscheck,Josh Koscheck,Anthony Johnson,Welterweight,Josh Koscheck,def,Anthony Johnson,Submission (rear-naked choke),2.0,4:47,,Main card (PPV),https://en.wikipedia.org/wiki/Josh_Koscheck,https://en.wikipedia.org/wiki/Anthony_Johnson_(fighter),2,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Paulo Thiago,Jacob Volkmann,https://en.wikipedia.org/wiki/UFC_106,Jacob Volkmann,Paulo Thiago,Paulo Thiago,Jacob Volkmann,Welterweight,Paulo Thiago,def,Jacob Volkmann,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,,Main card (PPV),https://en.wikipedia.org/wiki/Paulo_Thiago,https://en.wikipedia.org/wiki/Jacob_Volkmann,3,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Kendall Grove,Jake Rosholt,https://en.wikipedia.org/wiki/UFC_106,Jake Rosholt,Kendall Grove,Kendall Grove,Jake Rosholt,Middleweight,Kendall Grove,def,Jake Rosholt,Submission (triangle choke),1.0,3:59,,Preliminary card (Spike TV),https://en.wikipedia.org/wiki/Kendall_Grove,https://en.wikipedia.org/wiki/Jake_Rosholt,7,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Antônio Rogério Nogueira,Luiz Cané,https://en.wikipedia.org/wiki/UFC_106,Antonio Rogerio Nogueira,Luis Cane,Antonio Rogerio Nogueira,Luis Cane,Light Heavyweight,Antônio Rogério Nogueira,def,Luiz Cané,TKO (punches),1.0,1:56,,Main card (PPV),https://en.wikipedia.org/wiki/Ant%C3%B4nio_Rog%C3%A9rio_Nogueira,https://en.wikipedia.org/wiki/Luiz_Can%C3%A9,4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209,2009-11-21,140,UFC 106: Ortiz vs. Griffin 2
Dan Hardy,Mike Swick,https://en.wikipedia.org/wiki/UFC_105,Dan Hardy,Mike Swick,Dan Hardy,Mike Swick,Welterweight,Dan Hardy,def,Mike Swick,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Dan_Hardy,https://en.wikipedia.org/wiki/Mike_Swick,2,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
John Hathaway,Paul Taylor,https://en.wikipedia.org/wiki/UFC_105,John Hathaway,Paul Taylor,John Hathaway,Paul Taylor,Welterweight,John Hathaway,def,Paul Taylor,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,,Preliminary card,https://en.wikipedia.org/wiki/John_Hathaway,https://en.wikipedia.org/wiki/Paul_Taylor_(fighter),6,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Dennis Siver,Paul Kelly,https://en.wikipedia.org/wiki/UFC_105,Dennis Siver,Paul Kelly,Dennis Siver,Paul Kelly,Lightweight,Dennis Siver,def,Paul Kelly,TKO (spinning back kick and punches),2.0,2:53,,Preliminary card,https://en.wikipedia.org/wiki/Dennis_Siver,https://en.wikipedia.org/wiki/Paul_Kelly_(fighter),9,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Alexander Gustafsson,Jared Hamman,https://en.wikipedia.org/wiki/UFC_105,Alexander Gustafsson,Jared Hamman,Alexander Gustafsson,Jared Hamman,Light Heavyweight,Alexander Gustafsson,def,Jared Hamman,KO (punches),1.0,0:41,,Preliminary card,https://en.wikipedia.org/wiki/Alexander_Gustafsson,https://en.wikipedia.org/wiki/Jared_Hamman,10,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Andre Winner,Rolando Delgado,https://en.wikipedia.org/wiki/UFC_105,Andre Winner,Rolando Delgado,Andre Winner,Rolando Delgado,Lightweight,Andre Winner,def,Rolando Delgado,KO (punch),1.0,3:22,,Preliminary card,https://en.wikipedia.org/wiki/Andre_Winner,https://en.wikipedia.org/wiki/Rolando_Delgado,11,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Randy Couture,Brandon Vera,https://en.wikipedia.org/wiki/UFC_105,Brandon Vera,Randy Couture,Randy Couture,Brandon Vera,Light Heavyweight,Randy Couture,def,Brandon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Randy_Couture,https://en.wikipedia.org/wiki/Brandon_Vera,1,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Michael Bisping,Denis Kang,https://en.wikipedia.org/wiki/UFC_105,Denis Kang,Michael Bisping,Michael Bisping,Denis Kang,Middleweight,Michael Bisping,def,Denis Kang,TKO (knees to the body and punches),2.0,4:24,,Main card,https://en.wikipedia.org/wiki/Michael_Bisping,https://en.wikipedia.org/wiki/Denis_Kang,3,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Matt Brown,James Wilks,https://en.wikipedia.org/wiki/UFC_105,James Wilks,Matt Brown,Matt Brown,James Wilks,Welterweight,Matt Brown,def,James Wilks,TKO (punches),3.0,2:27,,Main card,https://en.wikipedia.org/wiki/Matt_Brown_(fighter),https://en.wikipedia.org/wiki/James_Wilks,4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Ross Pearson,Aaron Riley,https://en.wikipedia.org/wiki/UFC_105,Aaron Riley,Ross Pearson,Ross Pearson,Aaron Riley,Lightweight,Ross Pearson,def,Aaron Riley,TKO (doctor stoppage),2.0,4:38,,Main card,https://en.wikipedia.org/wiki/Ross_Pearson,https://en.wikipedia.org/wiki/Aaron_Riley,5,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Terry Etim,Shannon Gugerty,https://en.wikipedia.org/wiki/UFC_105,Shannon Gugerty,Terry Etim,Terry Etim,Shannon Gugerty,Lightweight,Terry Etim,def,Shannon Gugerty,Submission (guillotine choke),2.0,1:24,,Preliminary card,https://en.wikipedia.org/wiki/Terry_Etim,https://en.wikipedia.org/wiki/Shannon_Gugerty,7,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Nick Osipczak,Matthew Riddle,https://en.wikipedia.org/wiki/UFC_105,Matt Riddle,Nick Osipczak,Nick Osipczak,Matt Riddle,Welterweight,Nick Osipczak,def,Matthew Riddle,TKO (punches),3.0,3:53,,Preliminary card,https://en.wikipedia.org/wiki/Nick_Osipczak,https://en.wikipedia.org/wiki/Matthew_Riddle,8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201,2009-11-14,139,UFC 105: Couture vs. Vera
Lyoto Machida,Maurício Rua,https://en.wikipedia.org/wiki/UFC_104,Lyoto Machida,Mauricio Rua,Lyoto Machida,Mauricio Rua,Light Heavyweight,Lyoto Machida (c),def,Maurício Rua,"Decision (unanimous) (48–47, 48–47, 48–47)",5.0,5:00,For the Light Heavyweight Championship.,Main card,https://en.wikipedia.org/wiki/Lyoto_Machida,https://en.wikipedia.org/wiki/Maur%C3%ADcio_Rua,1,Unanimous Decision,Main Event,Lyoto Machida,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Gleison Tibau,Josh Neer,https://en.wikipedia.org/wiki/UFC_104,Gleison Tibau,Josh Neer,Gleison Tibau,Josh Neer,Catchweight (157 lb),Gleison Tibau,def,Josh Neer,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Gleison_Tibau,https://en.wikipedia.org/wiki/Josh_Neer,3,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Joe Stevenson,Spencer Fisher,https://en.wikipedia.org/wiki/UFC_104,Joe Stevenson,Spencer Fisher,Joe Stevenson,Spencer Fisher,Lightweight,Joe Stevenson,def,Spencer Fisher,Submission (strikes),2.0,4:03,,Main card,https://en.wikipedia.org/wiki/Joe_Stevenson,https://en.wikipedia.org/wiki/Spencer_Fisher,4,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Anthony Johnson,Yoshiyuki Yoshida,https://en.wikipedia.org/wiki/UFC_104,Anthony Johnson,Yoshiyuki Yoshida,Anthony Johnson,Yoshiyuki Yoshida,Catchweight (176 lb),Anthony Johnson,def,Yoshiyuki Yoshida,TKO (punches),1.0,0:41,,Main card,https://en.wikipedia.org/wiki/Anthony_Johnson_(fighter),https://en.wikipedia.org/wiki/Yoshiyuki_Yoshida,5,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Chael Sonnen,Yushin Okami,https://en.wikipedia.org/wiki/UFC_104,Chael Sonnen,Yushin Okami,Chael Sonnen,Yushin Okami,Middleweight,Chael Sonnen,def,Yushin Okami,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card,https://en.wikipedia.org/wiki/Chael_Sonnen,https://en.wikipedia.org/wiki/Yushin_Okami,8,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Jorge Rivera,Rob Kimmons,https://en.wikipedia.org/wiki/UFC_104,Jorge Rivera,Rob Kimmons,Jorge Rivera,Rob Kimmons,Middleweight,Jorge Rivera,def,Rob Kimmons,TKO (punches),3.0,1:53,,Preliminary card,https://en.wikipedia.org/wiki/Jorge_Rivera_(fighter),https://en.wikipedia.org/wiki/Rob_Kimmons,9,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Cain Velasquez,Ben Rothwell,https://en.wikipedia.org/wiki/UFC_104,Ben Rothwell,Cain Velasquez,Cain Velasquez,Ben Rothwell,Heavyweight,Cain Velasquez,def,Ben Rothwell,TKO (punches),2.0,0:58,,Main card,https://en.wikipedia.org/wiki/Cain_Velasquez,https://en.wikipedia.org/wiki/Ben_Rothwell,2,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Ryan Bader,Eric Schafer,https://en.wikipedia.org/wiki/UFC_104,Eric Schafer,Ryan Bader,Ryan Bader,Eric Schafer,Light Heavyweight,Ryan Bader,def,Eric Schafer,"Decision (unanimous) (30–27, 29–26, 30–27)",3.0,5:00,,Preliminary card (Spike TV),https://en.wikipedia.org/wiki/Ryan_Bader,https://en.wikipedia.org/wiki/Eric_Schafer,6,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Pat Barry,Antoni Hardonk,https://en.wikipedia.org/wiki/UFC_104,Antoni Hardonk,Pat Barry,Pat Barry,Antoni Hardonk,Heavyweight,Pat Barry,def,Antoni Hardonk,TKO (punches),2.0,2:30,,Preliminary card (Spike TV),https://en.wikipedia.org/wiki/Pat_Barry_(fighter),https://en.wikipedia.org/wiki/Antoni_Hardonk,7,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Stefan Struve,Chase Gormley,https://en.wikipedia.org/wiki/UFC_104,Chase Gormley,Stefan Struve,Stefan Struve,Chase Gormley,Heavyweight,Stefan Struve,def,Chase Gormley,Submission (triangle choke),1.0,4:04,,Preliminary card,https://en.wikipedia.org/wiki/Stefan_Struve,https://en.wikipedia.org/wiki/Chase_Gormley,11,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Kyle Kingsbury,Razak Al-Hassan,https://en.wikipedia.org/wiki/UFC_104,Kyle Kingsbury,Razak Al-Hussan,Kyle Kingsbury,Razak Al-Hussan,Light Heavyweight,Kyle Kingsbury,def,Razak Al-Hassan,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Preliminary card,https://en.wikipedia.org/wiki/Kyle_Kingsbury,https://en.wikipedia.org/wiki/Razak_Al-Hassan,10,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185,2009-10-24,138,UFC 104: Machida vs. Shogun
Jim Miller,Steve Lopez,https://en.wikipedia.org/wiki/UFC_103,Jim Miller,Steve Lopez,Jim Miller,Steve Lopez,Lightweight,Jim Miller,def,Steve Lopez,TKO (shoulder injury),2.0,0:48,,Preliminary card,https://en.wikipedia.org/wiki/Jim_Miller_(fighter),,8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Nik Lentz,Rafaello Oliveira,https://en.wikipedia.org/wiki/UFC_103,Nik Lentz,Rafaello Oliveira,Nik Lentz,Rafaello Oliveira,Lightweight,Nik Lentz,def,Rafaello Oliveira,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,,Preliminary card,https://en.wikipedia.org/wiki/Nik_Lentz,https://en.wikipedia.org/wiki/Rafaello_Oliveira,9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Eliot Marshall,Jason Brilz,https://en.wikipedia.org/wiki/UFC_103,Eliot Marshall,Jason Brilz,Eliot Marshall,Jason Brilz,Light Heavyweight,Eliot Marshall,def,Jason Brilz,"Decision (split) (27–30, 30–27, 30–27)",3.0,5:00,,Preliminary card,https://en.wikipedia.org/wiki/Eliot_Marshall,https://en.wikipedia.org/wiki/Jason_Brilz,11,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Rafael dos Anjos,Rob Emerson,https://en.wikipedia.org/wiki/UFC_103,Rafael Dos Anjos,Rob Emerson,Rafael Dos Anjos,Rob Emerson,Lightweight,Rafael dos Anjos,def,Rob Emerson,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary card,https://en.wikipedia.org/wiki/Rafael_dos_Anjos,https://en.wikipedia.org/wiki/Rob_Emerson,13,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Vitor Belfort,Rich Franklin,https://en.wikipedia.org/wiki/UFC_103,Rich Franklin,Vitor Belfort,Vitor Belfort,Rich Franklin,Catchweight (195 lbs),Vitor Belfort,def,Rich Franklin,KO (punches),1.0,3:02,,Main card (PPV),https://en.wikipedia.org/wiki/Vitor_Belfort,https://en.wikipedia.org/wiki/Rich_Franklin,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Paul Daley,Martin Kampmann,https://en.wikipedia.org/wiki/UFC_103,Martin Kampmann,Paul Daley,Paul Daley,Martin Kampmann,Welterweight,Paul Daley,def,Martin Kampmann,TKO (punches),1.0,2:31,,Main card (PPV),https://en.wikipedia.org/wiki/Paul_Daley,https://en.wikipedia.org/wiki/Martin_Kampmann,3,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Josh Koscheck,Frank Trigg,https://en.wikipedia.org/wiki/UFC_103,Frank Trigg,Josh Koscheck,Josh Koscheck,Frank Trigg,Welterweight,Josh Koscheck,def,Frank Trigg,TKO (punches),1.0,1:25,,Main card (PPV),https://en.wikipedia.org/wiki/Josh_Koscheck,https://en.wikipedia.org/wiki/Frank_Trigg,4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Tyson Griffin,Hermes França,https://en.wikipedia.org/wiki/UFC_103,Hermes Franca,Tyson Griffin,Tyson Griffin,Hermes Franca,Catchweight (159 lbs),Tyson Griffin,def,Hermes França,KO (punches),2.0,3:26,,Main card (PPV),https://en.wikipedia.org/wiki/Tyson_Griffin,https://en.wikipedia.org/wiki/Hermes_Fran%C3%A7a,5,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Efrain Escudero,Cole Miller,https://en.wikipedia.org/wiki/UFC_103,Cole Miller,Efrain Escudero,Efrain Escudero,Cole Miller,Lightweight,Efrain Escudero,def,Cole Miller,TKO (punches),1.0,3:36,,Televised (Spike TV),https://en.wikipedia.org/wiki/Efrain_Escudero,https://en.wikipedia.org/wiki/Cole_Miller,6,KO,,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Tomasz Drwal,Drew McFedries,https://en.wikipedia.org/wiki/UFC_103,Drew McFedries,Tomasz Drwal,Tomasz Drwal,Drew McFedries,Middleweight,Tomasz Drwal,def,Drew McFedries,Submission (rear-naked choke),2.0,1:03,,Televised (Spike TV),https://en.wikipedia.org/wiki/Tomasz_Drwal,https://en.wikipedia.org/wiki/Drew_McFedries,7,Sub,,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
Rick Story,Brian Foster,https://en.wikipedia.org/wiki/UFC_103,Brian Foster,Rick Story,Rick Story,Brian Foster,Welterweight,Rick Story,def,Brian Foster,Submission (arm-triangle choke),2.0,1:09,,Preliminary card,https://en.wikipedia.org/wiki/Rick_Story,https://en.wikipedia.org/wiki/Brian_Foster_(fighter),10,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168,2009-09-19,137,UFC 103: Franklin vs. Belfort
